Timestamp,Energy_kWh,Hour,Day,Month,Weekday,Holiday,Temperature_C,Humidity_%,Pressure_hPa,Wind_mps,Occupants,CO2_ppm,VOC_ppb,AC_Status,Door_Status,Window_Status
02-01-2024 00:30,3.3,0,2,1,6,1,17.7,43.91,1017.62,3.38,0,362.76,99.58,0,0,0
02-01-2024 00:45,3.402,0,2,1,6,1,16.55,39.24,1013.19,4,0,428.59,105.42,0,1,0
02-01-2024 01:00,4.1,1,2,1,6,1,21.98,50.77,1017.71,5.9,0,394.81,101.44,0,0,0
02-01-2024 01:15,4.164,1,2,1,6,1,19.13,54.67,1017.54,6.08,0,406.66,102.19,0,0,0
02-01-2024 01:30,3.708,1,2,1,6,1,20.14,54,1016.47,4.34,0,372.15,103.35,0,0,0
02-01-2024 01:45,4.06,1,2,1,6,1,21.31,49.16,1015.01,4.13,0,390.21,99.39,0,0,0
02-01-2024 02:00,3.882,2,2,1,6,1,18.56,54.99,1015.31,5.29,0,368.06,102.45,0,0,0
02-01-2024 02:15,3.944,2,2,1,6,1,20.27,58.29,1015.88,6.74,0,446.45,89.83,0,1,0
02-01-2024 02:30,3.985,2,2,1,6,1,21.3,55.85,1016.45,5.31,0,393.15,99.29,0,0,0
02-01-2024 02:45,4.399,2,2,1,6,1,23.29,61.61,1013.8,5.96,0,393.31,95.5,0,0,0
02-01-2024 03:00,4.281,3,2,1,6,1,18.98,66.94,1013.66,6.7,0,397.95,103.73,0,0,0
02-01-2024 03:15,4.395,3,2,1,6,1,19.07,66.41,1017.88,6,0,400.69,101.09,0,0,0
02-01-2024 03:30,4.111,3,2,1,6,1,21.13,58.67,1016.46,5.82,0,381.31,97.85,0,1,0
02-01-2024 03:45,4.218,3,2,1,6,1,20.42,65.81,1015.42,5.96,0,379.39,97.63,0,0,0
02-01-2024 04:00,4.677,4,2,1,6,1,19.73,69.12,1015.51,6.88,0,403.97,103.98,0,1,0
02-01-2024 04:15,4.328,4,2,1,6,1,23.19,74.75,1016.97,7.07,0,377.81,93.57,0,0,0
02-01-2024 04:30,4.317,4,2,1,6,1,16.64,77.19,1015.57,8.57,0,360.47,103.71,0,0,0
02-01-2024 04:45,4.348,4,2,1,6,1,17.16,73.52,1012.86,5.99,0,428.07,99.08,0,1,0
02-01-2024 05:00,3.954,5,2,1,6,1,16.66,67.03,1017.35,7.07,0,395.58,94.43,0,0,0
02-01-2024 05:15,4.445,5,2,1,6,1,22.4,65.46,1019.27,8.18,0,421.37,106.58,0,1,0
02-01-2024 05:30,4.406,5,2,1,6,1,21.03,68.31,1016.01,6.89,0,371.99,102.52,0,0,0
02-01-2024 05:45,4.012,5,2,1,6,1,17.26,66.46,1017.9,7.38,0,406.18,93.56,0,0,0
02-01-2024 06:00,4.206,6,2,1,6,1,19.75,80.47,1012.19,7.5,0,391.8,103.93,0,0,0
02-01-2024 06:15,4.341,6,2,1,6,1,19.94,74.78,1016.53,7.19,0,386.03,94.62,0,0,0
02-01-2024 06:30,4.304,6,2,1,6,1,15.58,73.11,1012.24,7.24,0,418.88,89.68,0,1,0
02-01-2024 06:45,4.318,6,2,1,6,1,20.38,74.02,1014.98,6.92,0,395.02,104.59,0,0,0
02-01-2024 07:00,4.513,7,2,1,6,1,17.64,76.17,1016.37,7.53,0,407.59,102.81,0,0,0
02-01-2024 07:15,4.277,7,2,1,6,1,21.41,72.41,1013.36,6.23,0,413.99,102,0,1,0
02-01-2024 07:30,4.177,7,2,1,6,1,17.71,68.36,1014.44,6.8,0,385.33,100.26,0,0,0
02-01-2024 07:45,4.136,7,2,1,6,1,20.44,73.03,1014.14,7.63,0,392.75,103.29,0,0,0
02-01-2024 08:00,4.258,8,2,1,6,1,22.59,70.99,1017.06,7.49,0,363.87,109.48,0,0,1
02-01-2024 08:15,4.181,8,2,1,6,1,21.95,61.73,1014.88,6.71,0,373.42,99.27,0,1,0
02-01-2024 08:30,4.788,8,2,1,6,1,21.01,79.32,1014.88,6.15,0,392.36,102.44,0,0,0
02-01-2024 08:45,4.253,8,2,1,6,1,19.84,64.25,1016.63,7.6,0,413.33,98.07,0,0,0
02-01-2024 09:00,4.205,9,2,1,6,1,17,71.85,1017.08,7.43,0,412.27,108.62,0,0,0
02-01-2024 09:15,3.995,9,2,1,6,1,19.12,63.34,1013.5,6.45,0,354.38,108.23,0,0,0
02-01-2024 09:30,4.099,9,2,1,6,1,19.55,69.94,1019.52,7.99,0,402.71,100.3,0,1,0
02-01-2024 09:45,4.32,9,2,1,6,1,19.4,64.41,1018.06,5.44,0,438.89,96.42,0,0,0
02-01-2024 10:00,3.655,10,2,1,6,1,16.93,52.78,1018.91,4.79,0,384.04,89.6,0,0,0
02-01-2024 10:15,4.338,10,2,1,6,1,20.87,65.35,1015,5.52,0,366.56,95.33,0,0,0
02-01-2024 10:30,3.989,10,2,1,6,1,17.64,67.37,1016.83,4.91,0,412.2,105.7,0,0,0
02-01-2024 10:45,3.901,10,2,1,6,1,23.09,59.96,1015.78,4.89,0,433.13,102.4,0,0,0
02-01-2024 11:00,3.999,11,2,1,6,1,20.3,59.47,1018.5,3.97,0,397.98,104.34,0,0,0
02-01-2024 11:15,3.896,11,2,1,6,1,21.96,51.71,1013.1,6.1,0,397.75,95.86,0,0,0
02-01-2024 11:30,3.949,11,2,1,6,1,21.92,55.49,1019.34,6.23,0,397.76,104.9,0,0,0
02-01-2024 11:45,4.558,11,2,1,6,1,24.16,60.72,1016.49,6.5,0,432.9,100.93,0,1,0
02-01-2024 12:00,3.946,12,2,1,6,1,20.36,51.91,1015.63,6.76,0,375.72,98.18,0,0,0
02-01-2024 12:15,3.923,12,2,1,6,1,19.22,52.56,1014.27,4.81,0,402.54,101.03,0,0,0
02-01-2024 12:30,3.805,12,2,1,6,1,19.26,55.13,1017.14,4.98,0,412.74,100.94,0,0,0
02-01-2024 12:45,4.277,12,2,1,6,1,22.99,58.44,1016.1,5.39,0,389.35,99.4,0,0,1
02-01-2024 13:00,3.755,13,2,1,6,1,17.36,50.48,1016.55,2.94,0,381.72,98.19,0,0,0
02-01-2024 13:15,3.965,13,2,1,6,1,18.24,46.48,1017.72,5.9,0,401.11,106.63,0,0,0
02-01-2024 13:30,3.794,13,2,1,6,1,20.47,44.75,1016.26,4.26,0,391.22,98.04,0,1,0
02-01-2024 13:45,4.051,13,2,1,6,1,19.69,45.78,1018.12,4.93,0,439.28,109.49,0,1,0
02-01-2024 14:00,3.816,14,2,1,6,1,21.94,33.58,1012.24,3.29,0,392.13,100.61,0,0,0
02-01-2024 14:15,3.588,14,2,1,6,1,17.32,41.34,1017.68,2.59,0,398.47,107.89,0,0,0
02-01-2024 14:30,3.502,14,2,1,6,1,19.87,34.28,1013.28,4.58,0,404,102.76,0,0,0
02-01-2024 14:45,3.693,14,2,1,6,1,19.63,38.13,1015.55,4.38,0,390.55,103.85,0,0,0
02-01-2024 15:00,3.983,15,2,1,6,1,17.86,39.61,1010.99,3.54,0,403.97,95.44,0,0,0
02-01-2024 15:15,3.768,15,2,1,6,1,21.76,33.89,1015.49,4.14,0,426.88,100.14,0,0,0
02-01-2024 15:30,3.858,15,2,1,6,1,19.82,42.9,1017.21,3.76,0,406.07,100.13,0,0,0
02-01-2024 15:45,3.651,15,2,1,6,1,19.73,35.66,1013.94,2.82,0,445.18,104.29,0,0,0
02-01-2024 16:00,3.41,16,2,1,6,1,18.35,38.7,1018.56,3.33,0,396.46,102.1,0,1,0
02-01-2024 16:15,3.511,16,2,1,6,1,19.26,31.3,1012.23,3.6,0,382.75,99.75,0,0,0
02-01-2024 16:30,3.581,16,2,1,6,1,17.96,32.14,1014.11,1.64,0,434.7,97.15,0,0,0
02-01-2024 16:45,3.867,16,2,1,6,1,21.73,38.45,1011.95,3.53,0,361.61,102.66,0,0,0
02-01-2024 17:00,3.586,17,2,1,6,1,22.07,29.8,1015.1,3.39,0,399.19,100.17,0,0,1
02-01-2024 17:15,3.734,17,2,1,6,1,23.36,32.55,1012.49,4.18,0,368.44,96.44,0,0,0
02-01-2024 17:30,3.451,17,2,1,6,1,20.87,28.56,1013.51,2.79,0,409.9,91.95,0,0,0
02-01-2024 17:45,3.118,17,2,1,6,1,19.32,19.21,1018.97,2.56,0,399.94,102.35,0,0,0
02-01-2024 18:00,3.708,18,2,1,6,1,19.06,27.02,1010.92,2.19,0,393.63,91.17,0,0,0
02-01-2024 18:15,3.854,18,2,1,6,1,20.98,37.31,1013.14,2.32,0,398.83,98.34,0,0,0
02-01-2024 18:30,3.377,18,2,1,6,1,20.4,31.68,1011.52,3.21,0,374.94,95.82,0,0,0
02-01-2024 18:45,3.433,18,2,1,6,1,19.65,34.47,1017.17,3.22,0,389.75,100.04,0,0,0
02-01-2024 19:00,3.447,19,2,1,6,1,19.48,35.33,1016.88,2.37,0,433.47,102.58,0,1,0
02-01-2024 19:15,3.808,19,2,1,6,1,22.34,34.58,1012.58,4.24,0,413.58,96.3,0,1,1
02-01-2024 19:30,3.575,19,2,1,6,1,19.14,38.66,1016.44,3.9,0,405.38,101.17,0,0,0
02-01-2024 19:45,3.488,19,2,1,6,1,22.69,29.09,1017.05,3.47,0,407.76,99.59,0,1,0
02-01-2024 20:00,3.941,20,2,1,6,1,20.36,40.11,1016.04,4.21,0,386.47,98.66,0,0,0
02-01-2024 20:15,3.818,20,2,1,6,1,19.26,36.03,1011.52,3.5,0,422.19,93.22,0,0,0
02-01-2024 20:30,3.695,20,2,1,6,1,18.43,34.91,1013.24,3.41,0,387.19,104.25,0,0,0
02-01-2024 20:45,3.301,20,2,1,6,1,19.69,22.4,1015.23,2.48,0,385.3,106.55,0,1,0
02-01-2024 21:00,3.692,21,2,1,6,1,21.01,37.87,1013.57,4.28,0,429.14,97.55,0,0,0
02-01-2024 21:15,3.356,21,2,1,6,1,19.25,40.45,1012.21,3.07,0,383.09,101.61,0,1,0
02-01-2024 21:30,3.887,21,2,1,6,1,21.7,37.02,1017.38,4.72,0,393.1,100.02,0,1,0
02-01-2024 21:45,3.865,21,2,1,6,1,19.15,42.11,1015.58,5.36,0,428.34,101.44,0,1,0
02-01-2024 22:00,3.947,22,2,1,6,1,19.75,46.48,1017.71,4.08,0,442.49,103.02,0,1,0
02-01-2024 22:15,3.693,22,2,1,6,1,17.43,38.61,1018.51,3.68,0,384.8,106.65,0,0,0
02-01-2024 22:30,3.846,22,2,1,6,1,21.12,40.55,1013.95,4.8,0,386.05,110.51,0,0,0
02-01-2024 22:45,3.755,22,2,1,6,1,19.47,38.67,1011.01,4.7,0,400.16,94.37,0,0,0
02-01-2024 23:00,3.738,23,2,1,6,1,23.16,42.71,1016.29,4.5,0,423.13,99.85,0,1,0
02-01-2024 23:15,4.109,23,2,1,6,1,21.41,45.32,1012.97,5.2,0,377.4,109.37,0,1,0
02-01-2024 23:30,4.111,23,2,1,6,1,20.17,46,1015.56,5.1,0,399.18,106.71,0,0,0
02-01-2024 23:45,3.725,23,2,1,6,1,22.45,34.37,1016.48,4.77,0,404.66,92.37,0,0,0
03-01-2024 00:00,3.449,0,3,1,0,0,20.81,49.8,1015.01,6.05,0,435.24,102.84,0,0,0
03-01-2024 00:15,4.055,0,3,1,0,0,22.02,52.02,1017.11,3.59,0,400.66,96.7,0,0,0
03-01-2024 00:30,3.943,0,3,1,0,0,18.28,50.65,1016.58,6.12,0,370.66,95.8,0,0,0
03-01-2024 00:45,3.79,0,3,1,0,0,20.92,49.65,1014.01,3.41,0,398.86,99.57,0,0,0
03-01-2024 01:00,3.79,1,3,1,0,0,21.01,50.12,1013.04,5.33,0,389.83,95.77,0,1,0
03-01-2024 01:15,4.011,1,3,1,0,0,16.91,48.64,1014.93,6.02,0,412.14,100.39,0,0,0
03-01-2024 01:30,4.044,1,3,1,0,0,23.01,52.52,1016.12,6.06,0,382.44,104.23,0,0,0
03-01-2024 01:45,3.796,1,3,1,0,0,17.68,46.11,1015.36,5.02,0,392.34,95.46,0,0,0
03-01-2024 02:00,3.673,2,3,1,0,0,17.4,59.78,1015.34,8.68,0,404.04,101.4,0,0,0
03-01-2024 02:15,3.759,2,3,1,0,0,14.3,55.79,1017.61,8.4,0,402.25,103.35,0,0,0
03-01-2024 02:30,4.036,2,3,1,0,0,20.95,61.01,1013.47,5.66,0,411.08,101.09,0,0,0
03-01-2024 02:45,4.023,2,3,1,0,0,16.71,57.2,1016.05,6.19,0,383.85,96.64,0,0,0
03-01-2024 03:00,3.847,3,3,1,0,0,18.97,54.42,1014.71,5.99,0,422.57,93.58,0,0,0
03-01-2024 03:15,4.326,3,3,1,0,1,21.68,59.24,1016.63,5.3,0,411.99,100.87,0,0,0
03-01-2024 03:30,4.134,3,3,1,0,0,20.38,65.07,1017.18,5.78,0,445.32,102.93,0,0,0
03-01-2024 03:45,4.122,3,3,1,0,0,18.75,68.04,1015.33,7.07,0,422.94,102.46,0,0,0
03-01-2024 04:00,4.197,4,3,1,0,1,16.82,65.95,1020.82,6.21,0,450.82,102.95,0,0,0
03-01-2024 04:15,3.944,4,3,1,0,0,19.78,68.58,1015.17,5.84,0,413.96,108.27,0,1,0
03-01-2024 04:30,4.228,4,3,1,0,0,21.71,66.4,1013.98,7.02,0,383.15,99.09,0,1,0
03-01-2024 04:45,4.24,4,3,1,0,0,21.4,66.24,1019.6,4.85,0,392.01,92.87,0,0,0
03-01-2024 05:00,4.298,5,3,1,0,0,23.57,65.26,1015.4,7.07,0,415.07,106.23,0,0,0
03-01-2024 05:15,4.078,5,3,1,0,0,18.69,69.16,1013.39,6.73,0,410.37,98.57,0,0,0
03-01-2024 05:30,4.352,5,3,1,0,0,17.37,66.25,1015.19,8.24,0,372.74,100.26,0,1,0
03-01-2024 05:45,4.474,5,3,1,0,0,20.62,76.21,1013.36,7.03,0,401.72,107.33,0,0,0
03-01-2024 06:00,3.934,6,3,1,0,0,20.42,66.62,1016.69,7.8,0,424.15,104.47,0,1,0
03-01-2024 06:15,4.367,6,3,1,0,0,19.99,70.88,1015.61,7,0,370.55,105.1,0,0,0
03-01-2024 06:30,4.051,6,3,1,0,0,18.51,64.67,1016.96,7.3,0,406.07,102.16,0,0,0
03-01-2024 06:45,4.28,6,3,1,0,0,14.69,69,1015.21,6.82,0,417.73,92.2,0,0,0
03-01-2024 07:00,4.146,7,3,1,0,0,17.99,64.27,1015.01,6.77,0,432.96,103.23,0,0,0
03-01-2024 07:15,4.305,7,3,1,0,0,21.11,66.47,1015.54,7.93,0,411.99,100.2,0,0,0
03-01-2024 07:30,4.382,7,3,1,0,0,20.57,74.19,1011.33,7.12,0,397.51,102.37,0,0,0
03-01-2024 07:45,4.434,7,3,1,0,0,21.93,69.09,1017.45,6,0,435.27,98.59,0,0,0
03-01-2024 08:00,5.397,8,3,1,0,0,20.69,71.46,1013.28,6.59,2,477.55,121.07,0,0,0
03-01-2024 08:15,9.193,8,3,1,0,0,21.47,66.27,1019.01,8.09,9,876.51,193.69,0,0,0
03-01-2024 08:30,7.492,8,3,1,0,0,21.53,70.99,1015.73,6.26,6,718.73,163.26,0,0,0
03-01-2024 08:45,6.854,8,3,1,0,0,20.04,71.41,1014.08,6.54,5,642.63,153.58,0,0,0
03-01-2024 09:00,5.115,9,3,1,0,0,20.05,67.71,1017.35,6.04,1,426.02,104.08,0,0,0
03-01-2024 09:15,6.119,9,3,1,0,0,14.18,68.9,1015.56,6.08,4,621.84,146.03,0,0,0
03-01-2024 09:30,5.095,9,3,1,0,0,18.69,66.58,1014.34,7.25,1,464.7,113.12,0,0,0
03-01-2024 09:45,9.33,9,3,1,0,0,18.77,62,1016.01,6.56,9,853.06,178.88,0,0,0
03-01-2024 10:00,6.788,10,3,1,0,0,19.78,52.92,1018.6,7.07,5,651.92,149.28,0,0,0
03-01-2024 10:15,7.387,10,3,1,0,0,18.14,56.19,1014.59,3.99,6,698.28,164.43,0,0,0
03-01-2024 10:30,7.86,10,3,1,0,0,21.88,61.96,1016.03,6.39,6,706.95,159.33,0,0,0
03-01-2024 10:45,9.409,10,3,1,0,0,18.24,65.56,1017.01,5.35,9,870.29,181.28,0,0,0
03-01-2024 11:00,6.427,11,3,1,0,0,22.2,57.62,1015.32,4.9,4,578.2,141.6,0,0,1
03-01-2024 11:15,3.854,11,3,1,0,1,18.08,53.62,1015.08,4.55,0,417.28,102.13,0,0,0
